Customer_ID,Age_Group,Gender,City_Tier,Income_Level,Connection_Type,Booking_Method,Booking_Frequency,Delivery_Days,Complaint,Overall_Satisfaction
1285,36-50,Female,Tier 1,50k-1L,Domestic,Agent,2-3 months,4,1,3
1286,26-35,Female,Tier 1,50k-1L,Domestic,Call,2-3 months,3,1,4
1287,26-35,Prefer not to say,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,1,0,5
1288,26-35,Prefer not to say,Tier 1,<20k,Domestic,Website,Monthly,6,1,1
1289,50+,Prefer not to say,Tier 1,20k-50k,Commercial,Mobile App,3-6 months,2,0,3
1290,18-25,Female,Tier 1,1L+,Commercial,Agent,Monthly,2,1,3
1291,18-25,Female,Tier 3,20k-50k,Domestic,Website,3-6 months,3,0,4
1292,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,Monthly,6,1,1
1293,50+,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,3,1,3
1294,18-25,Female,Tier 3,<20k,Commercial,Agent,Monthly,2,1,5
1295,50+,Male,Tier 2,<20k,Commercial,Mobile App,2-3 months,1,0,4
1296,26-35,Male,Tier 2,1L+,Domestic,Call,2-3 months,2,1,5
1297,36-50,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1298,18-25,Female,Tier 2,20k-50k,Domestic,Call,3-6 months,5,1,1
1299,18-25,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,1,0,5
1300,26-35,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,3,0,2
1301,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,2,1,3
1302,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Website,2-3 months,6,1,1
1303,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,5
1304,26-35,Prefer not to say,Tier 3,50k-1L,Domestic,Call,3-6 months,6,1,1
1305,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,6,1,1
1306,36-50,Prefer not to say,Tier 2,50k-1L,Commercial,Website,3-6 months,2,0,5
1307,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
1308,50+,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,6,1,1
1309,18-25,Female,Tier 2,50k-1L,Domestic,Website,Monthly,6,1,1
1310,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1311,36-50,Male,Tier 2,50k-1L,Domestic,Website,2-3 months,2,0,4
1312,26-35,Male,Tier 1,20k-50k,Domestic,Website,Monthly,3,0,3
1313,18-25,Male,Tier 2,<20k,Domestic,Website,3-6 months,3,0,3
1314,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
1315,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
1316,50+,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,6,1,1
1317,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,4
1318,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Call,Monthly,5,1,2
1319,26-35,Male,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
1320,36-50,Female,Tier 3,<20k,Domestic,Mobile App,Monthly,1,0,5
1321,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,3,0,2
1322,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Call,Monthly,4,1,2
1323,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,3
1324,26-35,Male,Tier 1,20k-50k,Domestic,Call,3-6 months,2,1,5
1325,18-25,Prefer not to say,Tier 2,1L+,Domestic,Call,3-6 months,6,1,1
1326,18-25,Female,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,2
1327,18-25,Female,Tier 2,<20k,Commercial,Call,3-6 months,3,1,2
1328,18-25,Male,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,1,0,5
1329,26-35,Male,Tier 1,<20k,Domestic,Mobile App,2-3 months,3,0,2
1330,18-25,Prefer not to say,Tier 3,1L+,Commercial,Mobile App,2-3 months,3,0,3
1331,26-35,Male,Tier 2,<20k,Domestic,Call,3-6 months,5,1,1
1332,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,5,1,1
1333,36-50,Female,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,2,0,5
1334,50+,Female,Tier 1,<20k,Commercial,Mobile App,2-3 months,2,0,3
1335,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,5,1,1
1336,26-35,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,4
1337,36-50,Female,Tier 1,20k-50k,Domestic,Website,3-6 months,3,0,2
1338,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,4
1339,26-35,Female,Tier 3,1L+,Domestic,Website,Monthly,2,0,5
1340,26-35,Prefer not to say,Tier 3,1L+,Domestic,Mobile App,Monthly,3,0,2
1341,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,2-3 months,2,0,4
1342,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,4
1343,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,5
1344,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,3
1345,36-50,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
1346,36-50,Male,Tier 1,20k-50k,Domestic,Call,2-3 months,6,1,1
1347,36-50,Female,Tier 1,20k-50k,Commercial,Mobile App,2-3 months,3,0,4
1348,36-50,Female,Tier 2,50k-1L,Domestic,Agent,2-3 months,6,1,1
1349,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
1350,18-25,Female,Tier 2,1L+,Domestic,Website,Monthly,2,0,4
1351,50+,Female,Tier 1,1L+,Domestic,Call,3-6 months,6,1,1
1352,50+,Male,Tier 1,<20k,Commercial,Mobile App,3-6 months,3,0,4
1353,36-50,Female,Tier 2,<20k,Domestic,Mobile App,Monthly,1,0,5
1354,26-35,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,3,0,2
1355,26-35,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,3,0,2
1356,50+,Female,Tier 1,<20k,Domestic,Call,3-6 months,4,1,3
1357,50+,Male,Tier 1,50k-1L,Domestic,Call,3-6 months,4,1,2
1358,36-50,Male,Tier 2,20k-50k,Domestic,Website,3-6 months,5,1,1
1359,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Call,2-3 months,6,1,1
1360,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Website,Monthly,2,0,5
1361,26-35,Prefer not to say,Tier 2,<20k,Domestic,Website,Monthly,2,0,4
1362,26-35,Prefer not to say,Tier 3,1L+,Domestic,Agent,Monthly,5,1,1
1363,18-25,Female,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,4
1364,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1365,50+,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,2
1366,26-35,Female,Tier 2,20k-50k,Domestic,Call,2-3 months,5,1,1
1367,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
1368,26-35,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,4
1369,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
1370,26-35,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
1371,36-50,Prefer not to say,Tier 1,<20k,Domestic,Agent,3-6 months,6,1,1
1372,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,4
1373,50+,Male,Tier 3,20k-50k,Domestic,Call,3-6 months,4,1,1
1374,26-35,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,3,1,3
1375,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1376,18-25,Female,Tier 2,20k-50k,Domestic,Call,Monthly,4,1,2
1377,50+,Prefer not to say,Tier 3,<20k,Domestic,Agent,2-3 months,6,1,1
1378,18-25,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,3,0,3
1379,26-35,Female,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,2,0,5
1380,26-35,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
1381,26-35,Female,Tier 1,50k-1L,Domestic,Call,3-6 months,6,1,1
1382,50+,Male,Tier 1,20k-50k,Domestic,Call,3-6 months,5,1,2
1383,36-50,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,2,0,5
1384,50+,Male,Tier 1,<20k,Domestic,Mobile App,2-3 months,2,0,3
1385,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,4
1386,50+,Prefer not to say,Tier 2,<20k,Commercial,Agent,3-6 months,3,1,2
1387,18-25,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1388,50+,Female,Tier 1,<20k,Domestic,Agent,3-6 months,4,1,1
1389,36-50,Prefer not to say,Tier 1,<20k,Commercial,Mobile App,Monthly,2,0,3
1390,18-25,Male,Tier 1,<20k,Domestic,Agent,Monthly,3,1,2
1391,26-35,Female,Tier 3,<20k,Domestic,Call,3-6 months,2,1,5
1392,26-35,Prefer not to say,Tier 2,<20k,Domestic,Call,3-6 months,4,1,3
1393,50+,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,3,0,2
1394,26-35,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,6,1,1
1395,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
1396,26-35,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,5
1397,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Call,2-3 months,3,1,2
1398,36-50,Prefer not to say,Tier 2,20k-50k,Commercial,Agent,2-3 months,2,1,5
1399,50+,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,2,1,4
1400,18-25,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,0,4
1401,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Call,2-3 months,6,1,1
1402,36-50,Female,Tier 2,50k-1L,Domestic,Call,2-3 months,5,1,1
1403,18-25,Prefer not to say,Tier 3,<20k,Commercial,Website,Monthly,2,0,4
1404,26-35,Female,Tier 2,<20k,Domestic,Agent,2-3 months,2,1,5
1405,26-35,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,2,1,3
1406,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
1407,26-35,Female,Tier 1,<20k,Commercial,Agent,2-3 months,3,1,4
1408,18-25,Female,Tier 1,50k-1L,Domestic,Call,2-3 months,6,1,1
1409,36-50,Male,Tier 2,50k-1L,Domestic,Website,3-6 months,5,1,1
1410,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1411,50+,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,1,0,5
1412,26-35,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,5
1413,18-25,Female,Tier 3,<20k,Domestic,Call,Monthly,3,1,2
1414,50+,Prefer not to say,Tier 3,20k-50k,Domestic,Website,Monthly,6,1,1
1415,26-35,Male,Tier 1,<20k,Domestic,Mobile App,2-3 months,3,0,4
1416,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,2,1,3
1417,18-25,Male,Tier 1,1L+,Commercial,Call,3-6 months,4,1,2
1418,36-50,Female,Tier 2,1L+,Commercial,Agent,2-3 months,4,1,1
1419,18-25,Prefer not to say,Tier 3,<20k,Commercial,Mobile App,3-6 months,1,0,5
1420,18-25,Male,Tier 1,20k-50k,Domestic,Agent,Monthly,6,1,1
1421,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
1422,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,Monthly,2,1,5
1423,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,3,0,3
1424,36-50,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,1,0,5
1425,50+,Male,Tier 2,<20k,Domestic,Agent,3-6 months,4,1,1
1426,26-35,Female,Tier 1,20k-50k,Commercial,Mobile App,Monthly,1,0,5
1427,36-50,Male,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
1428,36-50,Male,Tier 1,50k-1L,Commercial,Call,Monthly,5,1,1
1429,26-35,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,3,1,3
1430,36-50,Female,Tier 1,20k-50k,Domestic,Call,2-3 months,2,1,3
1431,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
1432,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,4
1433,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,4
1434,50+,Female,Tier 2,1L+,Commercial,Mobile App,2-3 months,1,0,4
1435,50+,Prefer not to say,Tier 2,1L+,Domestic,Website,Monthly,4,1,1
1436,26-35,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
1437,26-35,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,Monthly,2,0,3
1438,18-25,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,3-6 months,2,0,4
1439,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
1440,36-50,Female,Tier 1,1L+,Domestic,Call,Monthly,4,1,3
1441,18-25,Male,Tier 1,<20k,Commercial,Call,3-6 months,2,1,4
1442,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,4
1443,50+,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,0,5
1444,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,0,4
1445,36-50,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,4,1,3
1446,18-25,Prefer not to say,Tier 3,50k-1L,Commercial,Call,Monthly,2,1,3
1447,50+,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,3
1448,50+,Prefer not to say,Tier 2,<20k,Commercial,Mobile App,3-6 months,2,0,4
1449,26-35,Male,Tier 2,50k-1L,Domestic,Agent,Monthly,3,1,4
1450,50+,Female,Tier 3,20k-50k,Domestic,Agent,3-6 months,6,1,1
1451,50+,Female,Tier 1,1L+,Commercial,Website,3-6 months,6,1,1
1452,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,4
1453,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,3
1454,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,5
1455,18-25,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,2,1,4
1456,18-25,Prefer not to say,Tier 1,<20k,Domestic,Website,Monthly,5,1,1
1457,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
1458,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,5
1459,26-35,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1460,36-50,Prefer not to say,Tier 2,<20k,Commercial,Mobile App,Monthly,3,0,4
1461,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1462,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Call,Monthly,5,1,1
1463,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1464,36-50,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,2,0,4
1465,36-50,Prefer not to say,Tier 2,1L+,Domestic,Call,3-6 months,2,1,5
1466,26-35,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,3,0,2
1467,26-35,Male,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,0,4
1468,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,5
1469,50+,Male,Tier 1,<20k,Domestic,Agent,Monthly,5,1,2
1470,18-25,Male,Tier 2,50k-1L,Domestic,Agent,2-3 months,6,1,1
1471,18-25,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,3,0,4
1472,26-35,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,2,1,3
1473,18-25,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,3,0,3
1474,26-35,Female,Tier 3,20k-50k,Domestic,Call,3-6 months,2,1,4
1475,50+,Female,Tier 2,20k-50k,Commercial,Agent,Monthly,3,1,2
1476,50+,Prefer not to say,Tier 1,<20k,Domestic,Agent,2-3 months,3,1,2
1477,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1478,50+,Female,Tier 2,1L+,Domestic,Website,Monthly,4,1,2
1479,26-35,Prefer not to say,Tier 1,20k-50k,Commercial,Website,Monthly,4,1,1
1480,50+,Male,Tier 3,50k-1L,Commercial,Agent,Monthly,4,1,3
1481,36-50,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,4,1,3
1482,18-25,Female,Tier 3,<20k,Domestic,Mobile App,2-3 months,1,0,4
1483,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
1484,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1485,36-50,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,5
1486,36-50,Male,Tier 2,20k-50k,Domestic,Agent,3-6 months,6,1,1
1487,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Call,3-6 months,6,1,1
1488,18-25,Male,Tier 2,20k-50k,Domestic,Website,3-6 months,2,0,4
1489,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1490,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,2,0,4
1491,18-25,Female,Tier 1,50k-1L,Commercial,Agent,2-3 months,5,1,2
1492,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,3
1493,36-50,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,5
1494,26-35,Prefer not to say,Tier 2,1L+,Domestic,Website,Monthly,4,1,1
1495,26-35,Prefer not to say,Tier 2,<20k,Domestic,Agent,3-6 months,4,1,1
1496,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
1497,50+,Female,Tier 2,<20k,Domestic,Agent,2-3 months,6,1,1
1498,50+,Female,Tier 1,20k-50k,Domestic,Call,Monthly,2,1,3
1499,36-50,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,3,1,4
1500,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,4,1,2
1501,36-50,Female,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,0,4
1502,26-35,Male,Tier 3,<20k,Domestic,Call,Monthly,2,1,3
1503,26-35,Male,Tier 3,20k-50k,Commercial,Mobile App,Monthly,2,0,4
1504,36-50,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,0,4
1505,36-50,Male,Tier 1,1L+,Domestic,Website,Monthly,4,1,3
1506,36-50,Male,Tier 2,<20k,Domestic,Call,3-6 months,4,1,1
1507,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,3-6 months,4,1,1
1508,26-35,Female,Tier 1,50k-1L,Domestic,Agent,3-6 months,5,1,1
1509,50+,Female,Tier 2,20k-50k,Domestic,Website,3-6 months,2,0,5
1510,50+,Prefer not to say,Tier 2,<20k,Domestic,Agent,3-6 months,4,1,2
1511,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,4
1512,36-50,Male,Tier 2,1L+,Domestic,Mobile App,3-6 months,1,0,5
1513,18-25,Female,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,2,0,3
1514,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,3,0,4
1515,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
1516,26-35,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,2,1,3
1517,36-50,Female,Tier 3,50k-1L,Domestic,Call,3-6 months,4,1,2
1518,36-50,Prefer not to say,Tier 3,50k-1L,Domestic,Website,2-3 months,4,1,3
1519,50+,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,2,1,3
1520,18-25,Female,Tier 2,50k-1L,Domestic,Call,3-6 months,4,1,1
1521,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
1522,18-25,Prefer not to say,Tier 2,1L+,Commercial,Mobile App,2-3 months,2,0,5
1523,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1524,18-25,Male,Tier 1,<20k,Domestic,Agent,3-6 months,2,1,3
1525,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
1526,36-50,Female,Tier 2,20k-50k,Domestic,Agent,3-6 months,4,1,2
1527,36-50,Female,Tier 1,<20k,Domestic,Call,2-3 months,6,1,1
1528,18-25,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,2,0,3
1529,26-35,Male,Tier 1,20k-50k,Commercial,Mobile App,2-3 months,1,0,4
1530,50+,Female,Tier 1,50k-1L,Domestic,Mobile App,Monthly,2,0,5
1531,26-35,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,2
1532,26-35,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,2,1,3
1533,26-35,Male,Tier 1,<20k,Domestic,Agent,2-3 months,4,1,1
1534,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,3,1,4
1535,36-50,Prefer not to say,Tier 3,<20k,Domestic,Agent,2-3 months,5,1,2
1536,26-35,Female,Tier 1,1L+,Domestic,Call,2-3 months,3,1,4
1537,18-25,Male,Tier 2,50k-1L,Domestic,Website,2-3 months,4,1,2
1538,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,2,0,4
1539,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,2-3 months,5,1,2
1540,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,2
1541,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,3
1542,36-50,Male,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,3,0,4
1543,50+,Male,Tier 1,1L+,Domestic,Call,3-6 months,4,1,1
1544,18-25,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,3,0,2
1545,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1546,50+,Male,Tier 1,50k-1L,Domestic,Website,2-3 months,6,1,1
1547,50+,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,4,1,1
1548,36-50,Male,Tier 2,<20k,Domestic,Agent,3-6 months,3,1,4
1549,18-25,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,2,1,4
1550,50+,Female,Tier 3,20k-50k,Commercial,Website,2-3 months,5,1,1
1551,18-25,Male,Tier 2,50k-1L,Commercial,Call,2-3 months,3,1,2
1552,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
1553,36-50,Female,Tier 3,20k-50k,Domestic,Agent,3-6 months,3,1,3
1554,50+,Prefer not to say,Tier 1,1L+,Domestic,Agent,2-3 months,2,1,4
1555,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,4
1556,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,4
1557,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,5
1558,36-50,Male,Tier 2,<20k,Domestic,Website,Monthly,5,1,2
1559,36-50,Female,Tier 1,1L+,Domestic,Mobile App,2-3 months,3,0,3
1560,36-50,Female,Tier 2,20k-50k,Domestic,Website,3-6 months,5,1,2
1561,36-50,Prefer not to say,Tier 1,<20k,Domestic,Website,3-6 months,3,0,4
1562,50+,Male,Tier 3,20k-50k,Domestic,Call,3-6 months,3,1,2
1563,50+,Prefer not to say,Tier 1,<20k,Domestic,Call,2-3 months,6,1,1
1564,26-35,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
1565,36-50,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,4
1566,36-50,Male,Tier 3,1L+,Domestic,Mobile App,2-3 months,1,0,4
1567,18-25,Female,Tier 2,1L+,Domestic,Agent,3-6 months,5,1,1
1568,50+,Female,Tier 2,<20k,Domestic,Mobile App,Monthly,1,0,4
1569,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1570,26-35,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,5
1571,26-35,Female,Tier 1,50k-1L,Domestic,Website,2-3 months,4,1,1
1572,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
1573,26-35,Female,Tier 3,20k-50k,Domestic,Website,3-6 months,6,1,1
1574,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
1575,50+,Male,Tier 1,20k-50k,Domestic,Call,2-3 months,2,1,3
1576,36-50,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,2,0,5
1577,36-50,Female,Tier 2,1L+,Domestic,Call,3-6 months,2,1,5
1578,26-35,Male,Tier 2,1L+,Domestic,Call,Monthly,5,1,2
1579,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,5
1580,36-50,Female,Tier 3,20k-50k,Domestic,Call,Monthly,6,1,1
1581,50+,Female,Tier 1,1L+,Domestic,Call,3-6 months,5,1,1
1582,26-35,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,2,1,5
1583,18-25,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,2,1,3
1584,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,5
1585,26-35,Female,Tier 1,20k-50k,Domestic,Call,3-6 months,4,1,3
1586,26-35,Prefer not to say,Tier 1,<20k,Domestic,Website,3-6 months,4,1,1
1587,18-25,Female,Tier 3,20k-50k,Commercial,Agent,Monthly,3,1,4
1588,18-25,Prefer not to say,Tier 2,<20k,Domestic,Website,2-3 months,2,0,4
1589,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,3
1590,50+,Prefer not to say,Tier 3,1L+,Domestic,Agent,3-6 months,5,1,1
1591,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Call,2-3 months,5,1,2
1592,36-50,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,Monthly,3,0,3
1593,50+,Male,Tier 2,20k-50k,Commercial,Agent,3-6 months,2,1,4
1594,50+,Prefer not to say,Tier 2,<20k,Domestic,Call,Monthly,2,1,4
1595,50+,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,4
1596,50+,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,3,0,4
1597,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,3,1,3
1598,18-25,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,5
1599,50+,Female,Tier 3,50k-1L,Commercial,Mobile App,2-3 months,1,0,5
1600,18-25,Prefer not to say,Tier 1,20k-50k,Commercial,Mobile App,Monthly,1,0,5
1601,50+,Male,Tier 1,20k-50k,Commercial,Mobile App,Monthly,2,0,3
